['Dr. Reshma Phulwar', '11', 'Dentist', '300', '96% ', 'Chembur', 'Mumbai']
['Dr. Nikita Patel', '12', 'Homoeopath', '1000', '100% ', 'Thane West', 'Kochi']
['Dr. Sharmila Patil', '32', 'Ayurveda', '250', '100% ', 'Thane West', 'Kochi']
['Dr. Kaberi Som', '9', 'Dentist', '1000', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Supriya Deshmukh', '18', 'Dermatologist', '250', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Vrushali Chaudhari Sarode', '7', 'Homoeopath', '500', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Sachin Chaudhari', '12', 'Ayurveda', '300', '100% ', 'Vasai', 'Bhavnagar']
['Dr. Priyanka Patil Nikumbha', '8', 'Dentist', '700', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Dimple Doda', '12', 'Dermatologist', '299', '93% ', 'Ulhasnagar', 'Bhavnagar']
['Dr. Aditi Bhagat Patil', '16', 'Homoeopath', '250', '98% ', 'Thane West', 'Bhavnagar']
['Dr. Pradnya R Joshi', '14', 'Ayurveda', '300', '97% ', 'Thane West', 'Bhavnagar']
['Dr. Kamlesh Giri', '18', 'Dentist', '300', '96% ', 'Thane West', 'Bhavnagar']
['Dr. Rajendra Patil', '9', 'Dermatologist', '300', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Purvi Menda', '30', 'Homoeopath', '300', '98% ', 'Ulhasnagar', 'Bhavnagar']
['Dr. Devendra Prakash Kulkarni', '31', 'Ayurveda', '300', '94% ', 'Palava City', 'Bhavnagar']
['Dr. Snehal Khadse', '31', 'Dentist', '300', '100% ', 'Kalyan West', 'Bhavnagar']
['Dr. Pravina Chaudhari', '11', 'Dermatologist', '600', '100% ', 'Dombivli West', 'Bhavnagar']
['Dr. Shetty Kshiti', '28', 'Homoeopath', '500', '81% ', 'Dombivli', 'Bhavnagar']
['Dr. Satish Sawale', '12', 'Ayurveda', '500', '97% ', 'Thane West', 'Bhavnagar']
['Dr. Kaustubh Bhure', '13', 'Dentist', '500', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Sonali Sawant', '7', 'Dermatologist', '300', '97% ', 'Naupada', 'Bhavnagar']
['Dr. Sheetal Desai Korade', '8', 'Homoeopath', '500', '100% ', 'Vartak Nagar', 'Bhavnagar']
['Dr. Priya Jadhav', '13', 'Ayurveda', '500', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Abhijit Vasant Bhagat', '14', 'Dentist', '350', '97% ', 'Hiranandani Estate', 'Bhavnagar']
['Dr. Neelima Verma', '12', 'Dermatologist', '1000', '100% ', 'Kalyan West', 'Bhavnagar']
['Dr. Prajakta Apte', '26', 'Homoeopath', '1500', '100% ', 'Panch Pakhadi', 'Bhavnagar']
['Dr. Mayuri Surve', '7', 'Ayurveda', '1500', '98% ', 'Naupada', 'Bhavnagar']
['Dr. Prajakta Patil', '18', 'Dentist', '750', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Shejali Alok Kumar', '12', 'Dermatologist', '1500', '94% ', 'Dombivli East', 'Bhavnagar']
['Dr. Arpita Tandon Rai', '33', 'Homoeopath', '1500', '91% ', 'Thane West', 'Bhavnagar']
['Dr. Rituja Shah', '18', 'Ayurveda', '2000', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Bhavana Sharma', '23', 'Dentist', '1000', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Neha Khambete', '13', 'Dermatologist', '1000', '100% ', 'Thane West', 'Bhavnagar']
['Dr. Veronica Fernandes', '22', 'Homoeopath', '1200', '90% ', 'Thane West', 'Bhavnagar']
['Dr. Priyanka Podutwar-Maddikeri', '13', 'Ayurveda', '1500', '99% ', 'Dombivli East', 'Bhavnagar']
['Dr. Nahush Chaudhari', '12', 'Dentist', '1500', '100% ', 'Kasarvadavali', 'Bhavnagar']
['Dr. Shivanand Shetty', '19', 'Dermatologist', '500', '100% ', 'Vasai West', 'Bhavnagar']
['Dr. Amita Patil', '17', 'Homoeopath', '2000', '100% ', 'Kalwa', 'Bhavnagar']
['Dr. Narendra Nath Shetty', '11', 'Ayurveda', '3000', '97% ', 'Ambernath', 'Bhavnagar']
['Dr. Sameer P Apte', '21', 'Dentist', '800', '100% ', 'Dombivli East', 'Dehradun']
['Dr. Ashish B. Raut', '19', 'Dermatologist', '3000', '100% ', 'Virar East', 'Dehradun']
['Dr. Vandita Hede', '36', 'Homoeopath', '2500', '100% ', 'Hiranandani Estate', 'Dehradun']
['Dr. Sarika J.Prabhu', '12', 'Ayurveda', '1000', '100% ', 'Manpada', 'Dehradun']
['Dr. Shirish Kulkarni', '12', 'Dentist', '2500', '94% ', 'Thane West', 'Dehradun']
['Dr. Shweta V Nakhawa', '13', 'Dermatologist', '300', '100% ', 'Thane West', 'Dehradun']
['Dr. Gayatri Bharadwaj', '34', 'Homoeopath', '500', '100% ', 'Dombivli East', 'Dehradun']
['Dr. Rupali A Pavaskar', '13', 'Ayurveda', '400', '100% ', 'Lokpuram', 'Dehradun']
['Dr. Shilpi Agarwal', '37', 'Dentist', '750', '99% ', 'Bhiwandi', 'Dehradun']
['Dr. Megha Patil', '14', 'Dermatologist', '400', '99% ', 'Thane West', 'Dehradun']
['Dr. Mahajan Deepak Sevakram', '14', 'Homoeopath', '1000', '100% ', 'Thane West', 'Dehradun']
['Dr. Nashine Rajesh Kumar Narayan', '8', 'Ayurveda', '400', '100% ', 'Kalyan West', 'Dehradun']
['Dr. Pradnya Kharat', '22', 'Dentist', '200', '100% ', 'Kalyan West', 'Dehradun']
['Dr. Somalal Muraleedharan', '22', 'Dermatologist', '300', '83% ', 'Thane West', 'Dehradun']
['Dr. Susmita Patil', '19', 'Homoeopath', '300', '67% ', 'Vasant Vihar', 'Dehradun']
['Dr. Vinay Rai', '39', 'Ayurveda', '500', '50% ', 'Thane West', 'Dehradun']
['Dr. Anagha Patil', '11', 'Dentist', '1500', '100% ', 'Thane West', 'Dehradun']
['Dr. Janhavi Banage', '28', 'Dermatologist', '1600', '100% ', 'Thane West', 'Dehradun']
['Dr. Shikha Goyal', '13', 'Homoeopath', '900', '100% ', 'Vasai West', 'Dehradun']
['Dr. Ashish', '41', 'Ayurveda', '1500', '100% ', 'Panch Pakhadi', 'Dehradun']
['Dr. Sanika Waikar', '12', 'Dentist', '1500', '100% ', 'Kalyan City', 'Dehradun']
['Dr. Kiran Dhanotra', '14', 'Dermatologist', '3100', '89% ', 'Thane West', 'Dehradun']
['Dr. Mangesh Kulkarni', '21', 'Homoeopath', '1500', '100% ', 'Thane West', 'Dehradun']
['Dr. Dhwani Doshi', '13', 'Ayurveda', '1500', '100% ', 'Vasai West', 'Dehradun']
['Dr. Roopali Nanjappa', '12', 'Dentist', '1100', '100% ', 'Kalyan City', 'Dehradun']
['Dr. Rohan Nagzarkar', '14', 'Dermatologist', '750', '100% ', 'Vasai East IE', 'Dehradun']
['Dr. Archana Dharankar Patil', '25', 'Homoeopath', '2500', '100% ', 'Kon', 'Dehradun']
['Dr. Ananth G Gaikwad', '24', 'Ayurveda', '800', '100% ', 'Ambernath', 'Dehradun']
['Dr. Pradnya Manwatkar', '15', 'Dentist', '1200', '100% ', 'Thane West', 'Dehradun']
['Dr. Karishma Balani', '11', 'Dermatologist', '450', '100% ', 'Kalyan West', 'Dehradun']
['Dr. Dhanyata Phadte Ghubade', '14', 'Homoeopath', '1500', '100% ', 'Naupada', 'Dehradun']
['Dr. Rajesh Jadhav', '13', 'Ayurveda', '1500', '100% ', 'Thane West', 'Dehradun']
['Dr. Sumeet Wane', '38', 'Dentist', '200', '50% ', 'Kalyan City', 'Dehradun']
['Dr. Tanvi Vaidya', '13', 'Dermatologist', '2000', '100% ', 'Thane West', 'Dehradun']
['Dr. Varsha Chhabria', '21', 'Homoeopath', '2500', '100% ', 'Kalyan City', 'Dehradun']
['Dr. Akshay Muley', '14', 'Ayurveda', '500', '100% ', 'Ambernath', 'Dehradun']
['Dr. Neha', '15', 'Dentist', '300', '100% ', 'Bhiwandi', 'Durgapur']
['Dr. Shloka Shetty', '41', 'Dermatologist', '700', '100% ', 'Thane West', 'Durgapur']
['Dr. Rashmi Godse', '17', 'Homoeopath', '500', '100% ', 'Thane West', 'Durgapur']
['Dr. Neha  Mehta', '17', 'Ayurveda', '300', '100% ', 'Hiranandani Estate', 'Durgapur']
['Dr. Mrunalini Wankhede', '26', 'Dentist', '400', '100% ', 'Palava City', 'Durgapur']
['Dr. Anumeha Choudhari', '12', 'Dermatologist', '300', '100% ', 'Majiwada', 'Durgapur']
['Dr. Manasi Sonawane', '28', 'Homoeopath', '500', '100% ', 'Kalyan West', 'Durgapur']
['Dr. Parikshit Sahasrabudhe', '14', 'Ayurveda', '1000', '100% ', 'Kopri Colony', 'Durgapur']
['Dr. Pranjal Mittal', '39', 'Dentist', '200', '100% ', 'Thane West', 'Durgapur']
['Dr. Vivek  Mishra', '29', 'Dermatologist', '500', '100% ', 'Mira', 'Durgapur']
['Dr. Mrinalini Lokhande', '19', 'Homoeopath', '500', '100% ', 'Thane West', 'Durgapur']
['Dr. Navin Modi', '11', 'Ayurveda', '500', '100% ', 'Kalyan City', 'Durgapur']
['Dr. Jayshree Bhatankar', '25', 'Dentist', '1500', '100% ', 'Thane West', 'Durgapur']
['Dr. Sanjay Jadhav', '15', 'Dermatologist', '1000', '100% ', 'Dombivli East', 'Durgapur']
['Dr. Vikas Pawanarkar', '13', 'Homoeopath', '800', '100% ', 'Kalwa', 'Durgapur']
['Dr. Sandhya Pradhan', '16', 'Ayurveda', '1000', '100% ', 'Thane West', 'Durgapur']
['Dr. Manjiri S.Jagtap', '12', 'Dentist', '1000', '100% ', 'Thane West', 'Durgapur']
['Dr. Vaibhav Kalambe', '13', 'Dermatologist', '1000', '100% ', 'Dombivli', 'Durgapur']
['Dr. Nikita Dodeja', '13', 'Homoeopath', '1000', '99% ', 'Hiranandani Estate', 'Durgapur']
['Dr. Susmita Patil', '13', 'Ayurveda', '1200', '99% ', 'Vasant Vihar', 'Durgapur']
['Dr. Meera D Hegde', '24', 'Dentist', '800', '100% ', 'Vasai West', 'Durgapur']
['Dr. Rituja Shah', '17', 'Dermatologist', '700', '100% ', 'Thane West', 'Durgapur']
['Dr. Amita Patil', '18', 'Homoeopath', '700', '100% ', 'Kalwa', 'Durgapur']
['Dr. Nahush Chaudhari', '23', 'Ayurveda', '450', '98% ', 'Kasarvadavali', 'Durgapur']
['Dr. Shivanand Shetty', '10', 'Dentist', '450', '96% ', 'Vasai West', 'Durgapur']
['Dr. Mitali Varun Bhatia', '11', 'Dermatologist', '450', '98% ', 'Kalyan City', 'Durgapur']
['Dr. Vaishali Bangar', '37', 'Homoeopath', '450', '100% ', 'Dombivli East', 'Durgapur']
['Dr. Priyanka Shah', '11', 'Ayurveda', '700', '97% ', 'Dombivli East', 'Durgapur']
['Dr. Soni Agicha', '12', 'Dentist', '450', '93% ', 'Kalyan City', 'Durgapur']
['Dr. Ranjitha K', '13', 'Dermatologist', '450', '97% ', 'Majiwada', 'Durgapur']
['Dr. Naresh Navani', '41', 'Homoeopath', '1200', '94% ', 'Ulhasnagar', 'Durgapur']
['Dr. Vrutika Shah', '24', 'Ayurveda', '800', '42% ', 'Naupada', 'Durgapur']
['Dr. Manisha Lad', '53', 'Dentist', '800', '94% ', 'Thane West', 'Durgapur']
['Dr. Nikita Dodeja', '21', 'Dermatologist', '1000', '60% ', 'Hiranandani Estate', 'Durgapur']
['Dr. Hrishikesh Karmarkar', '24', 'Homoeopath', '2000', '100% ', 'Badlapur E.D.', 'Durgapur']
['Dr. Meera D Hegde', '15', 'Ayurveda', '700', '96% ', 'Vasai West', 'Durgapur']
['Dr. Smiti Tekwani', '19', 'Dentist', '299', '99% ', 'Thane West', 'Asansol']
['Dr. Siddhesh Dolas', '24', 'Dermatologist', '400', '95% ', 'Patlipada', 'Asansol']
['Dr. Shivani Muley', '23', 'Homoeopath', '299', '95% ', 'Ambernath', 'Asansol']
['Dr. Akhil Nair', '24', 'Ayurveda', '1500', '99% ', 'Thane West', 'Asansol']
['Dr. Sonali P. Vanmali', '18', 'Dentist', '600', '95% ', 'Vasai', 'Asansol']
['Dr. Ruchi Bhansali', '33', 'Dermatologist', '500', '85% ', 'Vasai West', 'Asansol']
['Dr. Deepika Krishnadas', '14', 'Homoeopath', '200', '100% ', 'Hiranandani Estate', 'Asansol']
['Dr. Sachin Salunkhe', '21', 'Ayurveda', '500', '100% ', 'Thane West', 'Asansol']
['Dr. Raadni Bane', '40', 'Dentist', '500', '91% ', 'Vasai West', 'Asansol']
['Dr. Sweta Singh', '26', 'Dermatologist', '500', '100% ', 'Vasai West', 'Asansol']
['Dr. Priyanka Shah', '34', 'Homoeopath', '750', '100% ', 'Dombivli East', 'Asansol']
['Dr. Hiren Patel', '16', 'Ayurveda', '200', '100% ', 'Manpada', 'Asansol']
['Dr. Priyanka  Agrawal', '34', 'Dentist', '1500', '100% ', 'Thane West', 'Asansol']
['Dr. Aditi Nedungadi', '16', 'Dermatologist', '500', '100% ', 'Manpada', 'Asansol']
['Dr. Pooja Gaitonde', '30', 'Homoeopath', '800', '97% ', 'Thane West', 'Asansol']
['Dr. Vivek Karve', '13', 'Ayurveda', '2000', '94% ', 'Vasant Vihar', 'Asansol']
['Dr. Vivek Karve', '12', 'Dentist', '900', '100% ', 'Vasant Vihar', 'Asansol']
['Dr. Nithi Rajadhyaksha', '10', 'Dermatologist', '800', '99% ', 'Vasai West', 'Asansol']
['Dr. Harsh Vibhor Bharti', '9', 'Homoeopath', '900', '100% ', 'Bairagarh', 'Asansol']
['Dr. Sanjeev Bajpai', '9', 'Ayurveda', '1000', '100% ', 'Arera Colony', 'Asansol']
['Dr. Surendra Gujarkar', '13', 'Dentist', '1300', '100% ', 'MP Nagar', 'Asansol']
['Dr. Rajul Khare', '30', 'Dermatologist', '1000', '100% ', 'Nehru Nagar', 'Asansol']
['Dr. Ankita Jindal', '10', 'Homoeopath', '1000', '100% ', 'MP Nagar', 'Asansol']
['Dr. Abhinav Bansal', '14', 'Ayurveda', '1000', '100% ', 'Kolar Road', 'Asansol']
['Dr. Akhilesh Jain', '13', 'Dentist', '1000', '100% ', 'North T.T.Nagar', 'Asansol']
['Dr. Neeta Marwaha', '24', 'Dermatologist', '700', '100% ', 'Bharat Heavy Electricals (BHEL)', 'Asansol']
['Dr. Anushri Khare Bharti', '36', 'Homoeopath', '450', '100% ', 'Bairagarh', 'Asansol']
['Dr. Anuj Singh Parihar', '23', 'Ayurveda', '1500', '89% ', 'Indrapuri', 'Asansol']
['Dr. Ajay Singh Raghuwanshi', '14', 'Dentist', '1700', '94% ', 'Arera Colony', 'Asansol']
['Dr. Aparna Sahu- Ingle', '18', 'Dermatologist', '500', '71% ', 'Habib Ganj', 'Asansol']
['Dr. Nidhi Rana', '18', 'Homoeopath', '1000', '88% ', 'Bagh Swaniya', 'Asansol']
['Dr. Vivek Kumar Dey', '41', 'Ayurveda', '800', '97% ', 'Minal Residency', 'Asansol']
['Dr. Pooja Gupta', '14', 'Dentist', '1200', '97% ', 'Arera Colony', 'Asansol']
['Dr. Anil Mohite', '12', 'Dermatologist', '600', '98% ', 'Arera Colony', 'Asansol']
['Dr. Nitin Pandya', '17', 'Homoeopath', '500', '89% ', 'Hamidia Road', 'Asansol']
['Dr. Faisal Aman Khan', '20', 'Ayurveda', '800', '100% ', 'North T.T.Nagar', 'Asansol']
['Dr. Akhilesh Agrawal', '13', 'Dentist', '300', '88% ', 'Arera Colony', 'Nanded']
['Dr. Shyam Govind Rathoria', '18', 'Dermatologist', '500', '84% ', 'Lalghati', 'Nanded']
['Dr. Surendra Nath Tripathi', '34', 'Homoeopath', '1000', '100% ', 'Arera Colony', 'Nanded']
['Dr. Rajesh Manghnani', '39', 'Ayurveda', '300', '100% ', 'MP Nagar', 'Nanded']
['Dr. Tasneem Hussain', '25', 'Dentist', '300', '100% ', 'Peer gate', 'Nanded']
['Dr. Chanchal Kumar Jain', '18', 'Dermatologist', '1500', '100% ', 'Kolar Road', 'Nanded']
['Dr. Sandeep Jha', '20', 'Homoeopath', '700', '86% ', 'Arera Colony', 'Nanded']
['Dr. Deepesh Yadav', '15', 'Ayurveda', '250', '96% ', 'Arera Colony', 'Nanded']
['Dr. Anubha Alghare', '31', 'Dentist', '300', '100% ', 'Khajuri Kalan', 'Nanded']
['Dr. Mitali Soni Parihar', '7', 'Dermatologist', '700', '83% ', 'Kotra Sultanabad', 'Nanded']
['Dr. Shikha Pawar', '21', 'Homoeopath', '500', '100% ', 'Baghmugalia', 'Nanded']
['Dr. Rushi P Vyas', '28', 'Ayurveda', '500', '100% ', 'MP Nagar', 'Nanded']
['Dr. Mithin Krishnan R', '14', 'Dentist', '600', '94% ', 'Habib Ganj', 'Nanded']
['Dr. Vishwas Sharma', '16', 'Dermatologist', '500', '60% ', 'Gulmohar Colony', 'Nanded']
['Dr. Meher Prakash Patel', '28', 'Homoeopath', '500', '50% ', 'Kolar Road', 'Nanded']
['Dr. Jagannath Pandey', '36', 'Ayurveda', '700', '100% ', 'Minal Residency', 'Nanded']
['Dr. Gopinath Mishra', '45', 'Dentist', '500', '97% ', 'Habib Ganj', 'Nanded']
['Dr. Abhishek Saxena', '12', 'Dermatologist', '500', '100% ', 'Misrod', 'Nanded']
['Dr. Prashant Tiwari', '9', 'Homoeopath', '500', '98% ', 'Arera Colony', 'Nanded']
['Dr. Rajendra Gehlot', '23', 'Ayurveda', '1000', '98% ', 'Indus Towne', 'Nanded']
['Dr. Abrar Multani', '24', 'Dentist', '850', '97% ', 'Kohefiza', 'Nanded']
['Dr. Azad', '12', 'Dermatologist', '800', '50% ', 'Ashoka Garden', 'Nanded']
['Dr. Arpana Bansal', '10', 'Homoeopath', '800', '80% ', 'Kolar Road', 'Nanded']
['Dr. Pratima', '10', 'Ayurveda', '800', '78% ', 'Arera Colony', 'Nanded']
['Dr. Suyash Vyas', '7', 'Dentist', '800', '100% ', 'Kolar Road', 'Nanded']
['Dr. Palak Jain', '13', 'Dermatologist', '700', '100% ', 'North T.T.Nagar', 'Nanded']
['Dr. Krishnakant Paigwar', '21', 'Homoeopath', '1000', '100% ', 'Baghmugalia', 'Nanded']
['Dr. Siddharth Gupta', '11', 'Ayurveda', '800', '100% ', 'Arera Colony', 'Nanded']
['Dr. Vipalv Joshi', '11', 'Dentist', '850', '100% ', 'Ashoka Garden', 'Nanded']
['Dr. Deepika Chouhan', '42', 'Dermatologist', '500', '50% ', 'Baghmugalia', 'Nanded']
['Dr. Gauravi Jain', '14', 'Homoeopath', '450', '78% ', 'North T.T.Nagar', 'Nanded']
['Dr. Yogesh Rathore', '35', 'Ayurveda', '2200', '63% ', 'Kolar Road', 'Nanded']
['Dr. Priyanka Gupta', '8', 'Dentist', '1500', '96% ', 'Shahpura', 'Nanded']
['Dr. Tanya Trivedi', '12', 'Dermatologist', '700', '84% ', 'Lalghati', 'Nanded']
['Dr. Ekta Sahu', '13', 'Homoeopath', '700', '94% ', 'Arera Colony', 'Nanded']
['Dr. Nidhi Choudhary', '8', 'Ayurveda', '1000', '98% ', 'Barkatulla University', 'Nanded']
['Dr. Animesh Saxena', '14', 'Dentist', '750', '94% ', 'Ashoka Garden', 'Kolhapur']
['Dr. Shreyansh Tiwari', '12', 'Dermatologist', '1200', '75% ', 'Arera Colony', 'Kolhapur']
['Dr. Apoorv Jain', '12', 'Homoeopath', '1500', '100% ', 'South T.T. Nagar', 'Kolhapur']
['Dr. Abhishek Kumar Gupta', '18', 'Ayurveda', '300', '99% ', 'Kolar Road', 'Kolhapur']
['Dr. Ankita Agrawal', '19', 'Dentist', '299', '67% ', 'Vidya Vihar', 'Kolhapur']
['Dr. Garima Saxena', '7', 'Dermatologist', '300', '75% ', 'MP Nagar', 'Kolhapur']
['Dr. Madhavi Wakode', '13', 'Homoeopath', '2000', '69% ', 'Arera Colony', 'Kolhapur']
['Dr. G.K.  Jain', '22', 'Ayurveda', '800', '100% ', 'Arera Colony', 'Kolhapur']
['Dr. Sanjay Sharma', '15', 'Dentist', '300', '100% ', 'Hamidia Road', 'Kolhapur']
['Dr. Shailesh N Manker', '18', 'Dermatologist', '250', '69% ', 'Barkatulla University', 'Kolhapur']
['Dr. Smita Paul', '33', 'Homoeopath', '1000', '50% ', 'Indrapuri', 'Kolhapur']
['Dr. Monika Jain', '17', 'Ayurveda', '1000', '67% ', 'MP Nagar', 'Kolhapur']
['Dr. Priyanka Bhargava', '15', 'Dentist', '600', '100% ', 'Kunjan Nagar', 'Kolhapur']
['Dr. Anamika Vishwakarma', '25', 'Dermatologist', '300', '97% ', 'Arera Colony', 'Kolhapur']
['Dr. Monika Sindhiya', '12', 'Homoeopath', '500', '100% ', 'Bharat Heavy Electricals (BHEL)', 'Kolhapur']
['Dr. Manish Rathore', '9', 'Ayurveda', '200', '100% ', 'Arera Colony', 'Kolhapur']
['Dr. Gopal Krishan Sharma', '12', 'Dentist', '500', '100% ', 'Ayodhaya Nagar', 'Kolhapur']
['Dr. Yogesh Valecha', '27', 'Dermatologist', '500', '100% ', 'Bairagarh', 'Kolhapur']
['Dr. Bhavya Payasi', '23', 'Homoeopath', '600', '97% ', 'Misrod', 'Kolhapur']
['Dr. Prabhat Tiwari', '23', 'Ayurveda', '500', '98% ', 'Misrod', 'Kolhapur']
['Dr. M.V. Sushil', '9', 'Dentist', '300', '100% ', 'Arera Colony', 'Kolhapur']
['Dr. Shradha Chaubey', '16', 'Dermatologist', '1000', '100% ', 'Arera Colony', 'Kolhapur']
['Dr. Vishnu Pal', '14', 'Homoeopath', '800', '98% ', 'Bharat Heavy Electricals (BHEL)', 'Kolhapur']
['Dr. Chetan Patidar', '14', 'Ayurveda', '800', '100% ', 'Kamla Nagar', 'Kolhapur']
['Dr. Rajesh Chandereya', '6', 'Dentist', '900', '100% ', 'MANITC (Moulana Azad National Institute of Technology)', 'Kolhapur']
['Dr. Pranita Vani', '38', 'Dermatologist', '1500', '100% ', 'Ayodhaya Nagar', 'Kolhapur']
['Dr. J. P. Swarnkar', '16', 'Homoeopath', '700', '100% ', 'South T.T. Nagar', 'Kolhapur']
['Dr. Ashutosh Mishra', '11', 'Ayurveda', '1000', '100% ', 'Baghmugalia', 'Kolhapur']
['Dr. R.M.Raghuwanshi', '37', 'Dentist', '1500', '67% ', 'Misrod', 'Kolhapur']
['Dr. Chandra Shekhar', '33', 'Dermatologist', '1500', '80% ', 'MP Nagar', 'Kolhapur']
['Dr. Yogendra Singh Rajawat', '19', 'Homoeopath', '800', '97% ', 'North T.T.Nagar', 'Kolhapur']
['Dr. Lal Gajendra Pratap Singh', '29', 'Ayurveda', '850', '100% ', 'Ayodhaya Nagar', 'Kolhapur']
['Dr. Nagendra Thakre', '22', 'Dentist', '500', '100% ', 'Piplani', 'Kolhapur']
['Dr. Yogeeta Sheshker', '11', 'Dermatologist', '1500', '100% ', 'Subhash Nagar', 'Kolhapur']
['Dr. Konagala Ravi Kumar', '16', 'Homoeopath', '700', '100% ', 'MVP Colony', 'Kolhapur']
['Dr. Earle Santosh Kumar', '8', 'Ayurveda', '1000', '100% ', 'Dwarakanagar', 'Kolhapur']
['Dr. A Sandhya Kishore', '13', 'Dentist', '1500', '63% ', 'Akkayyapalem', 'Ajmer']
['Dr. Girish Karri', '15', 'Dermatologist', '1000', '100% ', 'Dwarakanagar', 'Ajmer']
['Dr. P. Pavan Kumar', '11', 'Homoeopath', '450', '100% ', 'Seethammapeta', 'Ajmer']
['Dr. N Satish Varma', '10', 'Ayurveda', '1000', '100% ', 'Dwarakanagar', 'Ajmer']
['Dr. Prudviraj Parimi', '12', 'Dentist', '250', '100% ', 'Akkayyapalem', 'Ajmer']
['Dr. G. Naveen Vittal', '32', 'Dermatologist', '1000', '78% ', 'MVP Colony', 'Ajmer']
['Dr. Ramesh Babu. Y', '9', 'Homoeopath', '250', '96% ', 'Lawsons Bay Colony', 'Ajmer']
['Dr. Suneeta Veeramachaneni', '18', 'Ayurveda', '500', '98% ', 'Chinna Waltair', 'Ajmer']
['Dr. Kathyayani A', '7', 'Dentist', '300', '100% ', 'MVP Colony', 'Ajmer']
['Dr. Gopi Chand Dadithota', '12', 'Dermatologist', '700', '97% ', 'Dwarakanagar', 'Ajmer']
['Dr. Chandra Keerthana', '8', 'Homoeopath', '299', '100% ', 'Dwarakanagar', 'Ajmer']
['Dr. Mettu Jyothsna', '12', 'Ayurveda', '250', '89% ', 'Dwarakanagar', 'Ajmer']
['Dr. Teja Vinod', '16', 'Dentist', '300', '98% ', 'Madhurawada', 'Ajmer']
['Dr. Sravanthi Alluri', '14', 'Dermatologist', '300', '96% ', 'Resapuvanipalem', 'Ajmer']
['Dr. Deepthi Balusu', '18', 'Homoeopath', '300', '90% ', 'Dwarakanagar', 'Ajmer']
['Dr. Swetha Naidu Karaka', '9', 'Ayurveda', '300', '100% ', 'Dwarakanagar', 'Ajmer']
['Dr. Lakshmi Manasi Adatrao', '30', 'Dentist', '300', '100% ', 'Venkojipalem', 'Ajmer']
['Dr. K.V.T.Gopal', '31', 'Dermatologist', '300', '100% ', 'MVP Colony', 'Ajmer']
['Dr. T Kiran Kumar', '31', 'Homoeopath', '600', '100% ', 'Seethammapeta', 'Ajmer']
['Dr. Allaka Kishore Kumar', '11', 'Ayurveda', '500', '67% ', 'Dwarakanagar', 'Ajmer']
['Dr. A A S Satish Kumar', '28', 'Dentist', '500', '100% ', 'Dwarakanagar', 'Ajmer']
['Dr. Anuradha', '12', 'Dermatologist', '500', '100% ', 'Dwarakanagar', 'Ajmer']
['Dr. L.S Susmitha Talatam', '13', 'Homoeopath', '300', '100% ', 'Duvvada', 'Ajmer']
['Dr. Vijaya Lakshmi', '7', 'Ayurveda', '500', '98% ', 'Dwarakanagar', 'Ajmer']
['Dr. T Yamuna', '8', 'Dentist', '500', '100% ', 'Dwarakanagar', 'Ajmer']
['Dr. Ravi Kant Kaushik', '13', 'Dermatologist', '350', '100% ', 'Dwarakanagar', 'Ajmer']
['Dr. AM Reddy', '14', 'Homoeopath', '1000', '100% ', 'Dwarakanagar', 'Ajmer']
['Dr. Lakshmi Prasad', '12', 'Ayurveda', '1500', '100% ', 'Seethammapeta', 'Ajmer']
['Dr. Mohammed Iqbal', '26', 'Dentist', '1500', '100% ', 'Maharani Peta', 'Ajmer']
['Dr. G K Reddy', '7', 'Dermatologist', '750', '98% ', 'Seethammapeta', 'Ajmer']
['Dr. Reji Thomas', '18', 'Homoeopath', '1500', '100% ', 'Ram Nagar', 'Ajmer']
['Dr. M. Sreenivasa Rao', '12', 'Ayurveda', '1500', '88% ', 'Kurmannapalem', 'Ajmer']
['Dr. Tentu Rambabu', '33', 'Dentist', '2000', '100% ', 'Daspalla Hills', 'Ajmer']
['Dr. Prasad Pentakota', '18', 'Dermatologist', '1000', '100% ', 'Seethammadhara', 'Ajmer']
['Dr. Sunil Talasila', '23', 'Homoeopath', '1000', '100% ', 'Gajuwaka', 'Ajmer']
['Dr. D V R Raju', '13', 'Ayurveda', '1200', '100% ', 'Venkojipalem', 'Ajmer']
['Dr. Sajani', '22', 'Dentist', '1500', '100% ', 'Gajuwaka', 'Gulbarga']
['Dr. M Shiva Prasad', '13', 'Dermatologist', '1500', '96% ', 'Pedda Waltair', 'Gulbarga']
['Dr. Manohar Varma', '12', 'Homoeopath', '500', '99% ', 'Pedda Waltair', 'Gulbarga']
['Dr. Anil Dev Dutt V', '19', 'Ayurveda', '2000', '100% ', 'Pedda Waltair', 'Gulbarga']
['Dr. P.Latha', '17', 'Dentist', '3000', '93% ', 'Pedda Waltair', 'Gulbarga']
['Dr. N Srilatha', '11', 'Dermatologist', '800', '94% ', 'Dwarakanagar', 'Gulbarga']
